sqrt_s,x,z,Q,qT_Q
3.284833,0.205100,0.453700,1.319091,0.600138
3.284833,0.205100,0.453700,1.319091,0.777473
3.284833,0.205100,0.453700,1.319091,0.974594
3.284833,0.205100,0.453700,1.319091,1.190233
3.284833,0.205100,0.453700,1.319091,1.440003
3.284833,0.205100,0.453700,1.319091,1.731725
3.284833,0.205100,0.495800,1.319091,0.107033
3.284833,0.205100,0.495800,1.319091,0.246076
3.284833,0.205100,0.495800,1.319091,0.391327
3.284833,0.205100,0.495800,1.319091,0.549179
3.284833,0.205100,0.495800,1.319091,0.711456
3.284833,0.205100,0.495800,1.319091,0.891838
3.284833,0.205100,0.495800,1.319091,1.089166
3.284833,0.205100,0.495800,1.319091,1.317727
3.284833,0.205100,0.495800,1.319091,1.584679
3.284833,0.205100,0.539700,1.319091,0.098327
3.284833,0.205100,0.539700,1.319091,0.226060
3.284833,0.205100,0.539700,1.319091,0.359496
3.284833,0.205100,0.539700,1.319091,0.504508
3.284833,0.205100,0.539700,1.319091,0.653585
3.284833,0.205100,0.539700,1.319091,0.819295
3.284833,0.205100,0.539700,1.319091,1.000572
3.284833,0.205100,0.539700,1.319091,1.210541
3.284833,0.205100,0.539700,1.319091,1.455779
3.284833,0.205100,0.585500,1.319091,0.090635
3.284833,0.205100,0.585500,1.319091,0.208376
3.284833,0.205100,0.585500,1.319091,0.331375
3.284833,0.205100,0.585500,1.319091,0.465043
3.284833,0.205100,0.585500,1.319091,0.602459
3.284833,0.205100,0.585500,1.319091,0.755206
3.284833,0.205100,0.585500,1.319091,0.922303
3.284833,0.205100,0.585500,1.319091,1.115848
3.284833,0.205100,0.585500,1.319091,1.341902
3.284833,0.205100,0.633400,1.319091,0.083781
3.284833,0.205100,0.633400,1.319091,0.192618
3.284833,0.205100,0.633400,1.319091,0.306315
3.284833,0.205100,0.633400,1.319091,0.429875
3.284833,0.205100,0.633400,1.319091,0.556899
3.284833,0.205100,0.633400,1.319091,0.698095
3.284833,0.205100,0.633400,1.319091,0.852555
3.284833,0.205100,0.633400,1.319091,1.031464
3.284833,0.205100,0.633400,1.319091,1.240423
3.284833,0.205100,0.683400,1.319091,0.077651
3.284833,0.205100,0.683400,1.319091,0.178526
3.284833,0.205100,0.683400,1.319091,0.283904
3.284833,0.205100,0.683400,1.319091,0.398424
3.284833,0.205100,0.683400,1.319091,0.516154
3.284833,0.205100,0.683400,1.319091,0.647020
3.284833,0.205100,0.683400,1.319091,0.790179
3.284833,0.205100,0.683400,1.319091,0.955998
3.284833,0.205100,0.683400,1.319091,1.149669
3.284833,0.205100,0.735500,1.319091,0.072151
3.284833,0.205100,0.735500,1.319091,0.165879
3.284833,0.205100,0.735500,1.319091,0.263793
3.284833,0.205100,0.735500,1.319091,0.370201
3.284833,0.205100,0.735500,1.319091,0.479592
3.284833,0.205100,0.735500,1.319091,0.601187
3.284833,0.205100,0.735500,1.319091,0.734206
3.284833,0.205100,0.735500,1.319091,0.888279
3.284833,0.205100,0.790000,1.319091,0.067173
3.284833,0.205100,0.790000,1.319091,0.154436
3.284833,0.205100,0.790000,1.319091,0.245595
3.284833,0.205100,0.790000,1.319091,0.344662
3.284833,0.205100,0.790000,1.319091,0.446506
3.284833,0.205100,0.790000,1.319091,0.559713
3.284833,0.205100,0.790000,1.319091,0.683555
3.284833,0.205100,0.790000,1.319091,0.826999
3.284833,0.205100,0.846900,1.319091,0.062660
3.284833,0.205100,0.846900,1.319091,0.144060
3.284833,0.205100,0.846900,1.319091,0.229094
3.284833,0.205100,0.846900,1.319091,0.321505
3.284833,0.205100,0.846900,1.319091,0.416507
3.284833,0.205100,0.846900,1.319091,0.522108
3.284833,0.205100,0.846900,1.319091,0.637630
3.284833,0.205100,0.906300,1.319091,0.214079
3.284833,0.205100,0.906300,1.319091,0.300433
3.284833,0.205100,0.906300,1.319091,0.389209
3.284833,0.236200,0.068200,1.319091,1.788920
3.284833,0.236200,0.093300,1.319091,0.568777
3.284833,0.236200,0.093300,1.319091,1.307656
3.284833,0.236200,0.093300,1.319091,2.079526
3.284833,0.236200,0.119400,1.319091,0.444446
3.284833,0.236200,0.119400,1.319091,1.021812
3.284833,0.236200,0.119400,1.319091,1.624956
3.284833,0.236200,0.119400,1.319091,2.280426
3.284833,0.236200,0.146800,1.319091,0.361491
3.284833,0.236200,0.146800,1.319091,0.831092
3.284833,0.236200,0.146800,1.319091,1.321661
3.284833,0.236200,0.146800,1.319091,1.854788
3.284833,0.236200,0.146800,1.319091,2.402859
3.284833,0.236200,0.175300,1.319091,0.302720
3.284833,0.236200,0.175300,1.319091,0.695975
3.284833,0.236200,0.175300,1.319091,1.106787
3.284833,0.236200,0.175300,1.319091,1.553239
3.284833,0.236200,0.175300,1.319091,2.012206
3.284833,0.236200,0.175300,1.319091,2.522381
3.284833,0.236200,0.205100,1.319091,0.258737
3.284833,0.236200,0.205100,1.319091,0.594853
3.284833,0.236200,0.205100,1.319091,0.945977
3.284833,0.236200,0.205100,1.319091,1.327561
3.284833,0.236200,0.205100,1.319091,1.719842
3.284833,0.236200,0.205100,1.319091,2.155891
3.284833,0.236200,0.205100,1.319091,2.632904
3.284833,0.236200,0.236200,1.319091,0.224669
3.284833,0.236200,0.236200,1.319091,0.516530
3.284833,0.236200,0.236200,1.319091,0.821422
3.284833,0.236200,0.236200,1.319091,1.152764
3.284833,0.236200,0.236200,1.319091,1.493394
3.284833,0.236200,0.236200,1.319091,1.872029
3.284833,0.236200,0.236200,1.319091,2.286234
3.284833,0.236200,0.268600,1.319091,0.197568
3.284833,0.236200,0.268600,1.319091,0.454223
3.284833,0.236200,0.268600,1.319091,0.722337
3.284833,0.236200,0.268600,1.319091,1.013711
3.284833,0.236200,0.268600,1.319091,1.313253
3.284833,0.236200,0.268600,1.319091,1.646215
3.284833,0.236200,0.268600,1.319091,2.010456
3.284833,0.236200,0.268600,1.319091,2.432350
3.284833,0.236200,0.302500,1.319091,0.175428
3.284833,0.236200,0.302500,1.319091,0.403320
3.284833,0.236200,0.302500,1.319091,0.641388
3.284833,0.236200,0.302500,1.319091,0.900108
3.284833,0.236200,0.302500,1.319091,1.166082
3.284833,0.236200,0.302500,1.319091,1.461730
3.284833,0.236200,0.302500,1.319091,1.785152
3.284833,0.236200,0.302500,1.319091,2.159766
3.284833,0.236200,0.337900,1.319091,0.157049
3.284833,0.236200,0.337900,1.319091,0.361066
3.284833,0.236200,0.337900,1.319091,0.574193
3.284833,0.236200,0.337900,1.319091,0.805809
3.284833,0.236200,0.337900,1.319091,1.043917
3.284833,0.236200,0.337900,1.319091,1.308592
3.284833,0.236200,0.337900,1.319091,1.598131
3.284833,0.236200,0.337900,1.319091,1.933499
3.284833,0.236200,0.374800,1.319091,0.141587
3.284833,0.236200,0.374800,1.319091,0.325519
3.284833,0.236200,0.374800,1.319091,0.517662
3.284833,0.236200,0.374800,1.319091,0.726475
3.284833,0.236200,0.374800,1.319091,0.941141
3.284833,0.236200,0.374800,1.319091,1.179758
3.284833,0.236200,0.374800,1.319091,1.440791
3.284833,0.236200,0.374800,1.319091,1.743141
3.284833,0.236200,0.413400,1.319091,0.128367
3.284833,0.236200,0.413400,1.319091,0.295124
3.284833,0.236200,0.413400,1.319091,0.469327
3.284833,0.236200,0.413400,1.319091,0.658643
3.284833,0.236200,0.413400,1.319091,0.853265
3.284833,0.236200,0.413400,1.319091,1.069602
3.284833,0.236200,0.413400,1.319091,1.306262
3.284833,0.236200,0.413400,1.319091,1.580380
3.284833,0.236200,0.453700,1.319091,0.116965
3.284833,0.236200,0.453700,1.319091,0.268910
3.284833,0.236200,0.453700,1.319091,0.427639
3.284833,0.236200,0.453700,1.319091,0.600138
3.284833,0.236200,0.453700,1.319091,0.777473
3.284833,0.236200,0.453700,1.319091,0.974594
3.284833,0.236200,0.453700,1.319091,1.190233
3.284833,0.236200,0.453700,1.319091,1.440003
3.284833,0.236200,0.495800,1.319091,0.107033
3.284833,0.236200,0.495800,1.319091,0.246076
3.284833,0.236200,0.495800,1.319091,0.391327
3.284833,0.236200,0.495800,1.319091,0.549179
3.284833,0.236200,0.495800,1.319091,0.711456
3.284833,0.236200,0.495800,1.319091,0.891838
3.284833,0.236200,0.495800,1.319091,1.089166
3.284833,0.236200,0.495800,1.319091,1.317727
3.284833,0.236200,0.495800,1.319091,1.584679
3.284833,0.236200,0.539700,1.319091,0.098327
3.284833,0.236200,0.539700,1.319091,0.226060
3.284833,0.236200,0.539700,1.319091,0.359496
3.284833,0.236200,0.539700,1.319091,0.504508
3.284833,0.236200,0.539700,1.319091,0.653585
3.284833,0.236200,0.539700,1.319091,0.819295
3.284833,0.236200,0.539700,1.319091,1.000572
3.284833,0.236200,0.539700,1.319091,1.210541
3.284833,0.236200,0.539700,1.319091,1.455779
3.284833,0.236200,0.585500,1.319091,0.090635
3.284833,0.236200,0.585500,1.319091,0.208376
3.284833,0.236200,0.585500,1.319091,0.331375
3.284833,0.236200,0.585500,1.319091,0.465043
3.284833,0.236200,0.585500,1.319091,0.602459
3.284833,0.236200,0.585500,1.319091,0.755206
3.284833,0.236200,0.585500,1.319091,0.922303
3.284833,0.236200,0.585500,1.319091,1.115848
3.284833,0.236200,0.633400,1.319091,0.083781
3.284833,0.236200,0.633400,1.319091,0.192618
3.284833,0.236200,0.633400,1.319091,0.306315
3.284833,0.236200,0.633400,1.319091,0.429875
3.284833,0.236200,0.633400,1.319091,0.556899
3.284833,0.236200,0.633400,1.319091,0.698095
3.284833,0.236200,0.633400,1.319091,0.852555
3.284833,0.236200,0.633400,1.319091,1.031464
3.284833,0.236200,0.683400,1.319091,0.077651
3.284833,0.236200,0.683400,1.319091,0.178526
3.284833,0.236200,0.683400,1.319091,0.283904
3.284833,0.236200,0.683400,1.319091,0.398424
3.284833,0.236200,0.683400,1.319091,0.516154
3.284833,0.236200,0.683400,1.319091,0.647020
3.284833,0.236200,0.683400,1.319091,0.790179
3.284833,0.236200,0.683400,1.319091,0.955998
3.284833,0.236200,0.735500,1.319091,0.072151
3.284833,0.236200,0.735500,1.319091,0.165879
3.284833,0.236200,0.735500,1.319091,0.263793
3.284833,0.236200,0.735500,1.319091,0.370201
3.284833,0.236200,0.735500,1.319091,0.479592
3.284833,0.236200,0.735500,1.319091,0.601187
3.284833,0.236200,0.735500,1.319091,0.734206
3.284833,0.236200,0.735500,1.319091,0.888279
3.284833,0.236200,0.790000,1.319091,0.067173
3.284833,0.236200,0.790000,1.319091,0.154436
3.284833,0.236200,0.790000,1.319091,0.245595
3.284833,0.236200,0.790000,1.319091,0.344662
3.284833,0.236200,0.790000,1.319091,0.446506
3.284833,0.236200,0.790000,1.319091,0.559713
3.284833,0.236200,0.790000,1.319091,0.683555
3.284833,0.236200,0.846900,1.319091,0.062660
3.284833,0.236200,0.846900,1.319091,0.144060
3.284833,0.236200,0.846900,1.319091,0.229094
3.284833,0.236200,0.846900,1.319091,0.321505
3.284833,0.236200,0.846900,1.319091,0.416507
3.284833,0.236200,0.846900,1.319091,0.522108
3.284833,0.236200,0.906300,1.319091,0.134618
3.284833,0.236200,0.906300,1.319091,0.214079
3.284833,0.236200,0.906300,1.319091,0.300433
3.284833,0.268600,0.093300,1.319091,0.568777
3.284833,0.268600,0.093300,1.319091,1.307656
3.284833,0.268600,0.093300,1.319091,2.079526
3.284833,0.268600,0.119400,1.319091,0.444446
3.284833,0.268600,0.119400,1.319091,1.021812
3.284833,0.268600,0.119400,1.319091,1.624956
3.284833,0.268600,0.119400,1.319091,2.280426
3.284833,0.268600,0.146800,1.319091,0.361491
3.284833,0.268600,0.146800,1.319091,0.831092
3.284833,0.268600,0.146800,1.319091,1.321661
3.284833,0.268600,0.146800,1.319091,1.854788
3.284833,0.268600,0.146800,1.319091,2.402859
3.284833,0.268600,0.175300,1.319091,0.302720
3.284833,0.268600,0.175300,1.319091,0.695975
3.284833,0.268600,0.175300,1.319091,1.106787
3.284833,0.268600,0.175300,1.319091,1.553239
3.284833,0.268600,0.175300,1.319091,2.012206
3.284833,0.268600,0.205100,1.319091,0.258737
3.284833,0.268600,0.205100,1.319091,0.594853
3.284833,0.268600,0.205100,1.319091,0.945977
3.284833,0.268600,0.205100,1.319091,1.327561
3.284833,0.268600,0.205100,1.319091,1.719842
3.284833,0.268600,0.205100,1.319091,2.155891
3.284833,0.268600,0.236200,1.319091,0.224669
3.284833,0.268600,0.236200,1.319091,0.516530
3.284833,0.268600,0.236200,1.319091,0.821422
3.284833,0.268600,0.236200,1.319091,1.152764
3.284833,0.268600,0.236200,1.319091,1.493394
3.284833,0.268600,0.236200,1.319091,1.872029
3.284833,0.268600,0.236200,1.319091,2.286234
3.284833,0.268600,0.268600,1.319091,0.197568
3.284833,0.268600,0.268600,1.319091,0.454223
3.284833,0.268600,0.268600,1.319091,0.722337
3.284833,0.268600,0.268600,1.319091,1.013711
3.284833,0.268600,0.268600,1.319091,1.313253
3.284833,0.268600,0.268600,1.319091,1.646215
3.284833,0.268600,0.268600,1.319091,2.010456
3.284833,0.268600,0.302500,1.319091,0.175428
3.284833,0.268600,0.302500,1.319091,0.403320
3.284833,0.268600,0.302500,1.319091,0.641388
3.284833,0.268600,0.302500,1.319091,0.900108
3.284833,0.268600,0.302500,1.319091,1.166082
3.284833,0.268600,0.302500,1.319091,1.461730
3.284833,0.268600,0.302500,1.319091,1.785152
3.284833,0.268600,0.337900,1.319091,0.157049
3.284833,0.268600,0.337900,1.319091,0.361066
3.284833,0.268600,0.337900,1.319091,0.574193
3.284833,0.268600,0.337900,1.319091,0.805809
3.284833,0.268600,0.337900,1.319091,1.043917
3.284833,0.268600,0.337900,1.319091,1.308592
3.284833,0.268600,0.337900,1.319091,1.598131
3.284833,0.268600,0.374800,1.319091,0.141587
3.284833,0.268600,0.374800,1.319091,0.325519
3.284833,0.268600,0.374800,1.319091,0.517662
3.284833,0.268600,0.374800,1.319091,0.726475
3.284833,0.268600,0.374800,1.319091,0.941141
3.284833,0.268600,0.374800,1.319091,1.179758
3.284833,0.268600,0.374800,1.319091,1.440791
3.284833,0.268600,0.374800,1.319091,1.743141
3.284833,0.268600,0.413400,1.319091,0.128367
3.284833,0.268600,0.413400,1.319091,0.295124
3.284833,0.268600,0.413400,1.319091,0.469327
3.284833,0.268600,0.413400,1.319091,0.658643
3.284833,0.268600,0.413400,1.319091,0.853265
3.284833,0.268600,0.413400,1.319091,1.069602
3.284833,0.268600,0.413400,1.319091,1.306262
3.284833,0.268600,0.413400,1.319091,1.580380
3.284833,0.268600,0.453700,1.319091,0.116965
3.284833,0.268600,0.453700,1.319091,0.268910
3.284833,0.268600,0.453700,1.319091,0.427639
3.284833,0.268600,0.453700,1.319091,0.600138
3.284833,0.268600,0.453700,1.319091,0.777473
3.284833,0.268600,0.453700,1.319091,0.974594
3.284833,0.268600,0.453700,1.319091,1.190233
3.284833,0.268600,0.453700,1.319091,1.440003
3.284833,0.268600,0.495800,1.319091,0.107033
3.284833,0.268600,0.495800,1.319091,0.246076
3.284833,0.268600,0.495800,1.319091,0.391327
3.284833,0.268600,0.495800,1.319091,0.549179
3.284833,0.268600,0.495800,1.319091,0.711456
3.284833,0.268600,0.495800,1.319091,0.891838
3.284833,0.268600,0.495800,1.319091,1.089166
3.284833,0.268600,0.495800,1.319091,1.317727
3.284833,0.268600,0.539700,1.319091,0.098327
3.284833,0.268600,0.539700,1.319091,0.226060
3.284833,0.268600,0.539700,1.319091,0.359496
3.284833,0.268600,0.539700,1.319091,0.504508
3.284833,0.268600,0.539700,1.319091,0.653585
3.284833,0.268600,0.539700,1.319091,0.819295
3.284833,0.268600,0.539700,1.319091,1.000572
3.284833,0.268600,0.539700,1.319091,1.210541
3.284833,0.268600,0.585500,1.319091,0.090635
3.284833,0.268600,0.585500,1.319091,0.208376
3.284833,0.268600,0.585500,1.319091,0.331375
3.284833,0.268600,0.585500,1.319091,0.465043
3.284833,0.268600,0.585500,1.319091,0.602459
3.284833,0.268600,0.585500,1.319091,0.755206
3.284833,0.268600,0.585500,1.319091,0.922303
3.284833,0.268600,0.585500,1.319091,1.115848
3.284833,0.268600,0.633400,1.319091,0.083781
3.284833,0.268600,0.633400,1.319091,0.192618
3.284833,0.268600,0.633400,1.319091,0.306315
3.284833,0.268600,0.633400,1.319091,0.429875
3.284833,0.268600,0.633400,1.319091,0.556899
3.284833,0.268600,0.633400,1.319091,0.698095
3.284833,0.268600,0.633400,1.319091,0.852555
3.284833,0.268600,0.633400,1.319091,1.031464
3.284833,0.268600,0.683400,1.319091,0.077651
3.284833,0.268600,0.683400,1.319091,0.178526
3.284833,0.268600,0.683400,1.319091,0.283904
3.284833,0.268600,0.683400,1.319091,0.398424
3.284833,0.268600,0.683400,1.319091,0.516154
3.284833,0.268600,0.683400,1.319091,0.647020
3.284833,0.268600,0.683400,1.319091,0.790179
3.284833,0.268600,0.735500,1.319091,0.072151
3.284833,0.268600,0.735500,1.319091,0.165879
3.284833,0.268600,0.735500,1.319091,0.263793
3.284833,0.268600,0.735500,1.319091,0.370201
3.284833,0.268600,0.735500,1.319091,0.479592
3.284833,0.268600,0.735500,1.319091,0.601187
3.284833,0.268600,0.735500,1.319091,0.734206
3.284833,0.268600,0.790000,1.319091,0.067173
3.284833,0.268600,0.790000,1.319091,0.154436
3.284833,0.268600,0.790000,1.319091,0.245595
3.284833,0.268600,0.790000,1.319091,0.344662
3.284833,0.268600,0.790000,1.319091,0.446506
3.284833,0.268600,0.790000,1.319091,0.559713
3.284833,0.268600,0.846900,1.319091,0.062660
3.284833,0.268600,0.846900,1.319091,0.144060
3.284833,0.268600,0.846900,1.319091,0.229094
3.284833,0.268600,0.846900,1.319091,0.416507
3.284833,0.268600,0.906300,1.319091,0.058553
3.284833,0.268600,0.906300,1.319091,0.134618
3.284833,0.268600,0.906300,1.319091,0.214079
3.284833,0.302500,0.093300,1.319091,0.568777
3.284833,0.302500,0.093300,1.319091,1.307656
3.284833,0.302500,0.119400,1.319091,0.444446
3.284833,0.302500,0.119400,1.319091,1.021812
3.284833,0.302500,0.119400,1.319091,1.624956
3.284833,0.302500,0.146800,1.319091,0.361491
3.284833,0.302500,0.146800,1.319091,0.831092
3.284833,0.302500,0.146800,1.319091,1.321661
3.284833,0.302500,0.146800,1.319091,1.854788
3.284833,0.302500,0.175300,1.319091,0.302720
3.284833,0.302500,0.175300,1.319091,0.695975
3.284833,0.302500,0.175300,1.319091,1.106787
3.284833,0.302500,0.175300,1.319091,1.553239
3.284833,0.302500,0.175300,1.319091,2.012206
3.284833,0.302500,0.205100,1.319091,0.258737
3.284833,0.302500,0.205100,1.319091,0.594853
3.284833,0.302500,0.205100,1.319091,0.945977
3.284833,0.302500,0.205100,1.319091,1.327561
3.284833,0.302500,0.205100,1.319091,1.719842
3.284833,0.302500,0.236200,1.319091,0.224669
3.284833,0.302500,0.236200,1.319091,0.516530
3.284833,0.302500,0.236200,1.319091,0.821422
3.284833,0.302500,0.236200,1.319091,1.152764
3.284833,0.302500,0.236200,1.319091,1.493394
3.284833,0.302500,0.236200,1.319091,1.872029
3.284833,0.302500,0.268600,1.319091,0.197568
3.284833,0.302500,0.268600,1.319091,0.454223
3.284833,0.302500,0.268600,1.319091,0.722337
3.284833,0.302500,0.268600,1.319091,1.013711
3.284833,0.302500,0.268600,1.319091,1.313253
3.284833,0.302500,0.268600,1.319091,1.646215
3.284833,0.302500,0.302500,1.319091,0.175428
3.284833,0.302500,0.302500,1.319091,0.403320
3.284833,0.302500,0.302500,1.319091,0.641388
3.284833,0.302500,0.302500,1.319091,0.900108
3.284833,0.302500,0.302500,1.319091,1.166082
3.284833,0.302500,0.302500,1.319091,1.461730
3.284833,0.302500,0.302500,1.319091,1.785152
3.284833,0.302500,0.337900,1.319091,0.157049
3.284833,0.302500,0.337900,1.319091,0.361066
3.284833,0.302500,0.337900,1.319091,0.574193
3.284833,0.302500,0.337900,1.319091,0.805809
3.284833,0.302500,0.337900,1.319091,1.043917
3.284833,0.302500,0.337900,1.319091,1.308592
3.284833,0.302500,0.337900,1.319091,1.598131
3.284833,0.302500,0.374800,1.319091,0.141587
3.284833,0.302500,0.374800,1.319091,0.325519
3.284833,0.302500,0.374800,1.319091,0.517662
3.284833,0.302500,0.374800,1.319091,0.726475
3.284833,0.302500,0.374800,1.319091,0.941141
3.284833,0.302500,0.374800,1.319091,1.179758
3.284833,0.302500,0.374800,1.319091,1.440791
3.284833,0.302500,0.413400,1.319091,0.128367
3.284833,0.302500,0.413400,1.319091,0.295124
3.284833,0.302500,0.413400,1.319091,0.469327
3.284833,0.302500,0.413400,1.319091,0.658643
3.284833,0.302500,0.413400,1.319091,0.853265
3.284833,0.302500,0.413400,1.319091,1.069602
3.284833,0.302500,0.413400,1.319091,1.306262
3.284833,0.302500,0.453700,1.319091,0.116965
3.284833,0.302500,0.453700,1.319091,0.268910
3.284833,0.302500,0.453700,1.319091,0.427639
3.284833,0.302500,0.453700,1.319091,0.600138
3.284833,0.302500,0.453700,1.319091,0.777473
3.284833,0.302500,0.453700,1.319091,0.974594
3.284833,0.302500,0.453700,1.319091,1.190233
3.284833,0.302500,0.495800,1.319091,0.107033
3.284833,0.302500,0.495800,1.319091,0.246076
3.284833,0.302500,0.495800,1.319091,0.391327
3.284833,0.302500,0.495800,1.319091,0.549179
3.284833,0.302500,0.495800,1.319091,0.711456
3.284833,0.302500,0.495800,1.319091,0.891838
3.284833,0.302500,0.495800,1.319091,1.089166
3.284833,0.302500,0.539700,1.319091,0.098327
3.284833,0.302500,0.539700,1.319091,0.226060
3.284833,0.302500,0.539700,1.319091,0.359496
3.284833,0.302500,0.539700,1.319091,0.504508
3.284833,0.302500,0.539700,1.319091,0.653585
3.284833,0.302500,0.539700,1.319091,0.819295
3.284833,0.302500,0.539700,1.319091,1.000572
3.284833,0.302500,0.585500,1.319091,0.090635
3.284833,0.302500,0.585500,1.319091,0.208376
3.284833,0.302500,0.585500,1.319091,0.331375
3.284833,0.302500,0.585500,1.319091,0.465043
3.284833,0.302500,0.585500,1.319091,0.602459
